paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
10.1007/978-3-319-43997-6_19,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Hannover,Germany,1,Leonidas,Papachristopoulos,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,‘Athena’ Research Centre,The “Nomenclature of Multidimensionality” in the Digital Libraries Evaluation Domain,10.1007/978-3-319-43997-6,Research and Advanced Technology for Digital Libraries,"20th International Conference on Theory and Practice of Digital Libraries, TPDL 2016, Hannover, Germany, September 5?9, 2016, Proceedings",Restricted,2016-01-01
10.1007/978-3-319-43997-6_19,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Hannover,Germany,5,Christos,Papatheodorou,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,‘Athena’ Research Centre,The “Nomenclature of Multidimensionality” in the Digital Libraries Evaluation Domain,10.1007/978-3-319-43997-6,Research and Advanced Technology for Digital Libraries,"20th International Conference on Theory and Practice of Digital Libraries, TPDL 2016, Hannover, Germany, September 5?9, 2016, Proceedings",Restricted,2016-01-01
10.1007/978-3-642-40501-3_27,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,1,Giorgos,Giannopoulos,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,Personalizing Keyword Search on RDF Data,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-40501-3_49,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,1,Nikos,Bikakis,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,RDivF: Diversifying Keyword Search on RDF Graphs,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-40501-3_49,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,2,Giorgos,Giannopoulos,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,RDivF: Diversifying Keyword Search on RDF Graphs,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-40501-3_49,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,3,John,Liagouris,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,RDivF: Diversifying Keyword Search on RDF Graphs,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-40501-3_49,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,4,Dimitrios,Skoutas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,RDivF: Diversifying Keyword Search on RDF Graphs,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-40501-3_49,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,5,Theodore,Dalamagas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,RDivF: Diversifying Keyword Search on RDF Graphs,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-24469-8_10,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,3,Christos,Papatheodorou,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,Assessing Use Intention and Usability of Mobile Devices in a Hybrid Environment,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-642-24469-8_33,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,1,Giorgos,Giannopoulos,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,Search Behavior-Driven Training for Result Re-Ranking,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-642-24469-8_33,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,2,Theodore,Dalamagas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,Search Behavior-Driven Training for Result Re-Ranking,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-642-24469-8_33,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,3,Timos,Sellis,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,Search Behavior-Driven Training for Result Re-Ranking,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-319-67008-9_28,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Thessaloniki,Greece,4,Yannis,Ioannidis,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,“Athena” Research Center,High-Pass Text Filtering for Citation Matching,10.1007/978-3-319-67008-9,Research and Advanced Technology for Digital Libraries,"21st International Conference on Theory and Practice of Digital Libraries, TPDL 2017, Thessaloniki, Greece, September 18-21, 2017, Proceedings",Restricted,2017-01-01
10.1007/11551362_22,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Vienna,Austria,1,Robert,Tansley,grid.25690.38,,,United Kingdom,GB,1 Cambridge Center,The DSpace Open Source Digital Asset Management System: Challenges and Opportunities,10.1007/11551362,Research and Advanced Technology for Digital Libraries,"9th European Conference, ECDL 2005, Vienna, Austria, September 18-23, 2005, Proceedings",Restricted,2005-01-01
10.1007/11863878_4,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,1,Dean,Rehberger,grid.17088.36,Michigan State University,East Lansing,United States,US,310 Auditorium MATRIX Michigan State University,"Reevaluating Access and Preservation Through Secondary Repositories: Needs, Promises, and Challenges",10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_4,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,2,Michael,Fegan,grid.17088.36,Michigan State University,East Lansing,United States,US,310 Auditorium MATRIX Michigan State University,"Reevaluating Access and Preservation Through Secondary Repositories: Needs, Promises, and Challenges",10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_4,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,3,Mark,Kornbluh,grid.17088.36,Michigan State University,East Lansing,United States,US,310 Auditorium MATRIX Michigan State University,"Reevaluating Access and Preservation Through Secondary Repositories: Needs, Promises, and Challenges",10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/978-3-642-15464-5_76,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,1,Thierry,Jacquin,,,,,,6 chemin de Maupertuis 38240 Meylan,Xeproc©: A Model-Based Approach towards Document Process Preservation,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-15464-5_76,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,2,Hervé,Déjean,,,,,,6 chemin de Maupertuis 38240 Meylan,Xeproc©: A Model-Based Approach towards Document Process Preservation,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-15464-5_76,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,3,Jean-Pierre,Chanod,,,,,,6 chemin de Maupertuis 38240 Meylan,Xeproc©: A Model-Based Approach towards Document Process Preservation,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-40501-3_10,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,3,Marianne,Lykke,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Do User (Browse and Click) Sessions Relate to Their Questions in a Domain-Specific Collection?,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-319-43997-6_12,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Hannover,Germany,1,Nattiya,Kanhabua,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,How to Search the Internet Archive Without Indexing It,10.1007/978-3-319-43997-6,Research and Advanced Technology for Digital Libraries,"20th International Conference on Theory and Practice of Digital Libraries, TPDL 2016, Hannover, Germany, September 5?9, 2016, Proceedings",Restricted,2016-01-01
10.1007/978-3-642-15464-5_9,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,1,Stina,Westman,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University School of Science and Technology,Evaluation Constructs for Visual Video Summaries,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-540-87599-4_19,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,1,Kai-Hsiang,Yang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Author Name Disambiguation for Citations Using Topic and Web Correlation,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_19,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,2,Hsin-Tsung,Peng,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Author Name Disambiguation for Citations Using Topic and Web Correlation,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_19,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,4,Hahn-Ming,Lee,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Author Name Disambiguation for Citations Using Topic and Web Correlation,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_19,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,5,Jan-Ming,Ho,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Author Name Disambiguation for Citations Using Topic and Web Correlation,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_46,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,1,Tzu-Yen,Hsu,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,"An XML-Centric Storage for Better Preservation and Maintenance of Data: Union Catalog of NDAP, Taiwan",10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_46,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,2,Ting-Hua,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,"An XML-Centric Storage for Better Preservation and Maintenance of Data: Union Catalog of NDAP, Taiwan",10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_46,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,3,Chung-Hsi,Hung,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,"An XML-Centric Storage for Better Preservation and Maintenance of Data: Union Catalog of NDAP, Taiwan",10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_46,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,4,Sea-Hom,Chou,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,"An XML-Centric Storage for Better Preservation and Maintenance of Data: Union Catalog of NDAP, Taiwan",10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_51,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,1,Te-Jun,Lin,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Mechanism for Solving the Unencoded Chinese Character Problem on the Web,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_51,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,5,Hsiang-An,Wang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Mechanism for Solving the Unencoded Chinese Character Problem on the Web,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-540-87599-4_51,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Aarhus,Denmark,6,Chih-Yi,Chiu,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Mechanism for Solving the Unencoded Chinese Character Problem on the Web,10.1007/978-3-540-87599-4,Research and Advanced Technology for Digital Libraries,"12th European Conference, ECDL 2008, Aarhus, Denmark, September 14-19, 2008. Proceedings",Restricted,2008-01-01
10.1007/978-3-642-15464-5_39,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,1,Shu-Jiun,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,AAT-Taiwan: Toward a Multilingual Access to Cultural Objects,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-15464-5_39,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,2,Diane,Wu,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,AAT-Taiwan: Toward a Multilingual Access to Cultural Objects,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-15464-5_39,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,3,Pei-Wen,Peng,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,AAT-Taiwan: Toward a Multilingual Access to Cultural Objects,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/978-3-642-15464-5_39,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Glasgow,UK,4,Yung-Ting,Chang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,AAT-Taiwan: Toward a Multilingual Access to Cultural Objects,10.1007/978-3-642-15464-5,Research and Advanced Technology for Digital Libraries,"14th European Conference, ECDL 2010, Glasgow, UK, September 6-10, 2010, Proceedings",Restricted,2010-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,1,Jen-Hao,Hsiao,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,2,Cheng-Hung,Li,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,3,Chih-Yi,Chiu,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,4,Jenq-Haur,Wang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,5,Chu-Song,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_35,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,6,Lee-Feng,Chien,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,Effective Content Tracking for Digital Rights Management in Digital Libraries,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_49,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,1,Hsin-Yu,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,DIAS: The Digital Image Archiving System of NDAP Taiwan,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_49,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,2,Hsiang-An,Wang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,DIAS: The Digital Image Archiving System of NDAP Taiwan,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/11863878_49,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Alicante,Spain,3,Ku-Lun,Huang,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,DIAS: The Digital Image Archiving System of NDAP Taiwan,10.1007/11863878,Research and Advanced Technology for Digital Libraries,"10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings",Restricted,2006-01-01
10.1007/978-3-642-04346-8_44,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Corfu,Greece,1,Tzu-Yen,Hsu,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Gateway to the Knowledge in Taiwan’s Digital Archives,10.1007/978-3-642-04346-8,Research and Advanced Technology for Digital Libraries,"13th European Conference. ECDL 2009, Corfu, Greece, September 27 - October 2, 2009, Proceedings",Restricted,2009-01-01
10.1007/978-3-642-04346-8_44,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Corfu,Greece,2,Ting-Hua,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Gateway to the Knowledge in Taiwan’s Digital Archives,10.1007/978-3-642-04346-8,Research and Advanced Technology for Digital Libraries,"13th European Conference. ECDL 2009, Corfu, Greece, September 27 - October 2, 2009, Proceedings",Restricted,2009-01-01
10.1007/978-3-642-04346-8_44,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Corfu,Greece,3,Chung-Hsi,Hung,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Gateway to the Knowledge in Taiwan’s Digital Archives,10.1007/978-3-642-04346-8,Research and Advanced Technology for Digital Libraries,"13th European Conference. ECDL 2009, Corfu, Greece, September 27 - October 2, 2009, Proceedings",Restricted,2009-01-01
10.1007/978-3-642-04346-8_44,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Corfu,Greece,4,Keh-Jiann,Chen,grid.28665.3f,Academia Sinica,Taipei,Taiwan,TW,Academia Sinica,A Gateway to the Knowledge in Taiwan’s Digital Archives,10.1007/978-3-642-04346-8,Research and Advanced Technology for Digital Libraries,"13th European Conference. ECDL 2009, Corfu, Greece, September 27 - October 2, 2009, Proceedings",Restricted,2009-01-01
10.1007/978-3-540-74851-9_59,ercimdl,ECDL,International Conference on Theory and Practice of Digital Libraries,Budapest,Hungary,3,Nobuo,Shuto,grid.260969.2,Nihon University,Tokyo,Japan,JP,"Advanced Research Institute for the Sciences and Humanities, Nihon University, Ichigaya Tokyu-building 6F, Kudan-Kita 4-2-1, Chiyoda-ku, Tokyo 102-0073",Retrieving Tsunami Digital Library by Use of Mobile Phones,10.1007/978-3-540-74851-9,Research and Advanced Technology for Digital Libraries,"11th European Conference, ECDL 2007, Budapest, Hungary, September 16-21, 2007, Proceedings",Restricted,2007-01-01
10.1007/978-3-642-40501-3_58,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,1,Rainer,Simon,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT - Austrian Institute of Technology,Monitrix – A Monitoring and Reporting Dashboard for Web Archivists,10.1007/978-3-642-40501-3,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013, Proceedings",Restricted,2013-01-01
10.1007/978-3-642-24469-8_43,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,1,Rainer,Simon,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT - Austrian Institute of Technology,The YUMA Media Annotation Framework,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-642-24469-8_43,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,2,Joachim,Jung,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT - Austrian Institute of Technology,The YUMA Media Annotation Framework,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-642-24469-8_39,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Berlin,Germany,2,Sergiu,Gordea,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT Austrian Institute of Technology GmbH,Improving Europeana Search Experience Using Query Logs,10.1007/978-3-642-24469-8,Research and Advanced Technology for Digital Libraries,"International Conference on Theory and Practice of Digital Libraries, TPDL, Berlin, Germany, September 26-28, 2011, Proceedings",Restricted,2011-01-01
10.1007/978-3-319-08425-1_21,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,1,Sergiu,Gordea,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT-Austrian Institute of Technology GmbH,An Image Similarity Search for the European Digital Library and Beyond,10.1007/978-3-319-08425-1,Theory and Practice of Digital Libraries -- TPDL 2013 Selected Workshops,"LCPD 2013, SUEDL 2013, DataCur 2013, Held in Valletta, Malta, September 22-26, 2013. Revised Selected Papers",,2014-01-01
10.1007/978-3-319-14226-5_21,ercimdl,TPDL,International Conference on Theory and Practice of Digital Libraries,Valletta,Malta,1,Sergiu,Gordea,grid.4332.6,Austrian Institute of Technology,Vienna,Austria,AT,AIT-Austrian Institute of Technology GmbH,An Image Similarity Search for the European Digital Library and Beyond,10.1007/978-3-319-14226-5,Theory and Practice of Digital Libraries -- TPDL 2013 Selected Workshops,"LCPD 2013, SUEDL 2013, DataCur 2013, Held in Valletta, Malta, September 22-26, 2013. Revised Selected Papers",Restricted,2014-01-01
